symbol,date,opening_price,closing_price,volume,market_cap_rank
DOGE,2024-02-26,0.08616,0.08935,36160558.24,9
DOT,2024-02-26,7.92,8.113,18230957.14,13
ETH,2024-02-26,3112.81,3178.24,1171482366.27,2
LTC,2024-02-26,70.15,71.96,24993871.27,14
MATIC,2024-02-26,0.999,1.06,49333675.48,10
SOL,2024-02-26,103.47,109.97,234405451.59,5
TON,2024-02-26,2.121,2.183,219279.38,15
TRX,2024-02-26,0.1376,0.1399,1268206.43,11
USDC,2024-02-26,1.0,0.9999,47958.84,6
USDT,2024-02-26,1.0,1.001,47997.96,3
XRP,2024-02-26,0.5425,0.5511,47462285.38,7
ADA,2024-02-27,0.6197,0.6242,41300094.28,8
AVAX,2024-02-27,39.32,39.26,28748046.87,12
BNB,2024-02-27,401.86,394.88,30302814.44,4
BTC,2024-02-27,54518.58,57071.6,3546751167.69,1
DOGE,2024-02-27,0.08935,0.09764,131823689.62,9
DOT,2024-02-27,8.113,8.371,25906797.29,13
ETH,2024-02-27,3178.24,3243.69,1211227367.65,2
LTC,2024-02-27,71.96,74.01,42187714.78,14
MATIC,2024-02-27,1.06,1.029,37730715.2,10
SOL,2024-02-27,109.97,108.42,237619397.53,5
TON,2024-02-27,2.183,2.182,207439.03,15
TRX,2024-02-27,0.1399,0.1429,3289025.26,11
USDC,2024-02-27,0.9999,1.0,62690.72,7
USDT,2024-02-27,1.001,1.001,62720.19,3
XRP,2024-02-27,0.5511,0.5865,111770094.38,6
ADA,2024-02-28,0.6242,0.6294,62125659.39,8
AVAX,2024-02-28,39.26,40.38,69954251.86,12
BNB,2024-02-28,394.88,415.17,44508024.71,4
BTC,2024-02-28,57071.6,62507.1,6171823618.31,1
DOGE,2024-02-28,0.09764,0.1162,276910698.63,9
DOT,2024-02-28,8.371,8.35,41342735.47,13
ETH,2024-02-28,3243.69,3386.34,1707770843.75,2
LTC,2024-02-28,74.01,74.57,57909996.11,14
MATIC,2024-02-28,1.029,1.01,47292609.49,11
SOL,2024-02-28,108.42,118.98,459270090.34,5
TON,2024-02-28,2.182,2.538,303322.7,15
TRX,2024-02-28,0.1429,0.1422,2096374.51,10
USDC,2024-02-28,1.0,1.0,102201.75,7
USDT,2024-02-28,1.001,1.001,102305.41,3
XRP,2024-02-28,0.5865,0.5757,137591638.82,6
ADA,2024-02-29,0.6294,0.6551,89406441.93,8
AVAX,2024-02-29,40.38,40.97,91514479.31,12
BNB,2024-02-29,415.17,399.56,31535156.29,4
BTC,2024-02-29,62507.1,61179.58,5259277822.5,1
DOGE,2024-02-29,0.1162,0.1174,392864093.73,9
DOT,2024-02-29,8.35,8.262,39410982.38,13
ETH,2024-02-29,3386.34,3342.24,1367994605.43,2
LTC,2024-02-29,74.57,79.94,84061294.2,14
MATIC,2024-02-29,1.01,1.002,51580613.73,11
SOL,2024-02-29,118.98,125.7,665347674.19,5
TON,2024-02-29,2.538,2.494,260839.92,15
TRX,2024-02-29,0.1422,0.1405,1251486.7,10
USDC,2024-02-29,1.0,0.9999,84703.89,7
USDT,2024-02-29,1.001,1.001,84770.07,3
XRP,2024-02-29,0.5757,0.5868,158440477.05,6
ADA,2024-03-01,0.6551,0.7201,46184177.87,8
AVAX,2024-03-01,40.97,42.73,56621925.55,11
BNB,2024-03-01,399.56,407.74,13512629.01,4
BTC,2024-03-01,61179.58,62431.25,3267402863.37,1
DOGE,2024-03-01,0.1174,0.1395,288332438.07,9
DOT,2024-03-01,8.262,8.668,22902132.8,13
ETH,2024-03-01,3342.24,3435.9,823506213.17,2
LTC,2024-03-01,79.94,84.96,50325936.83,14
MATIC,2024-03-01,1.002,1.026,29084331.68,10
SOL,2024-03-01,125.7,129.52,405596832.0,5
TON,2024-03-01,2.494,2.721,264847.62,15
TRX,2024-03-01,0.1405,0.1415,1714200.48,12
USDC,2024-03-01,0.9999,0.9999,52742.99,7
USDT,2024-03-01,1.001,1.001,52787.75,3
XRP,2024-03-01,0.5868,0.6017,74966882.09,6
ADA,2024-03-02,0.7201,0.7419,65350264.16,8
AVAX,2024-03-02,42.73,44.38,48797075.09,11
BNB,2024-03-02,407.74,411.19,14109473.93,4
BTC,2024-03-02,62431.25,62038.39,1257238241.46,1
DOGE,2024-03-02,0.1395,0.1421,259309477.42,9
DOT,2024-03-02,8.668,9.468,36405641.68,13
ETH,2024-03-02,3435.9,3423.65,524944019.98,2
LTC,2024-03-02,84.96,94.64,85021715.09,14
MATIC,2024-03-02,1.026,1.095,40458526.72,10
SOL,2024-03-02,129.52,130.15,223568738.39,5
TON,2024-03-02,2.721,2.701,262488.55,15
TRX,2024-03-02,0.1415,0.1413,757092.54,12
USDC,2024-03-02,0.9999,0.9999,20262.69,7
USDT,2024-03-02,1.001,1.001,20279.15,3
XRP,2024-03-02,0.6017,0.6449,126605554.85,6
ADA,2024-03-03,0.7419,0.7284,32353465.95,8
AVAX,2024-03-03,44.38,42.6,47263966.67,11
BNB,2024-03-03,411.19,414.77,14462083.4,4
BTC,2024-03-03,62038.39,63149.43,1265273119.48,1
DOGE,2024-03-03,0.1421,0.1536,270921696.48,9
DOT,2024-03-03,9.468,9.784,36302503.94,13
ETH,2024-03-03,3423.65,3489.57,598632307.05,2
LTC,2024-03-03,94.64,90.76,52735042.57,14
MATIC,2024-03-03,1.095,1.09,34031918.43,10
SOL,2024-03-03,130.15,130.25,210788622.11,5
TON,2024-03-03,2.701,2.681,271095.59,15
TRX,2024-03-03,0.1413,0.1406,669185.95,12
USDC,2024-03-03,0.9999,0.9998,174094.45,7
USDT,2024-03-03,1.001,1.001,20312.66,3
XRP,2024-03-03,0.6449,0.6271,73135741.52,6
ADA,2024-03-04,0.7284,0.7711,86606052.32,8
AVAX,2024-03-04,42.6,43.14,59625146.31,11
BNB,2024-03-04,414.77,419.19,32115142.33,3
BTC,2024-03-04,63149.43,68338.64,5220774005.79,1
DOGE,2024-03-04,0.1536,0.1824,501084775.02,9
DOT,2024-03-04,9.784,9.874,54765545.8,13
ETH,2024-03-04,3489.57,3631.85,1340904406.6,2
LTC,2024-03-04,90.76,89.03,81238752.35,14
MATIC,2024-03-04,1.09,1.146,53097624.9,10
SOL,2024-03-04,130.25,133.36,361205369.22,5
TON,2024-03-04,2.681,2.776,281242.94,15
TRX,2024-03-04,0.1406,0.1403,2455855.1,12
USDC,2024-03-04,0.9999,1.0,79181.12,7
USDT,2024-03-04,1.001,1.001,79286.03,4
XRP,2024-03-04,0.6271,0.6486,146539593.65,6
ADA,2024-03-05,0.7711,0.6935,112630724.48,8
AVAX,2024-03-05,43.14,39.49,114904364.59,12
BNB,2024-03-05,419.19,394.5,37535777.86,4
BTC,2024-03-05,68338.64,63804.11,8263897912.84,1
DOGE,2024-03-05,0.1824,0.1537,754515674.32,9
DOT,2024-03-05,9.874,9.336,88056417.39,13
ETH,2024-03-05,3631.85,3557.93,2637640132.83,2
LTC,2024-03-05,89.03,82.03,105817085.49,14
MATIC,2024-03-05,1.146,1.035,68889104.8,10
SOL,2024-03-05,133.36,125.58,756083326.32,5
TON,2024-03-05,2.776,2.609,253335.94,15
TRX,2024-03-05,0.1403,0.1361,4084123.89,11
USDC,2024-03-05,1.0,0.9999,126854.88,7
USDT,2024-03-05,1.001,1.001,127030.85,3
XRP,2024-03-05,0.6486,0.5922,224577922.22,6
ADA,2024-03-06,0.6935,0.7353,56867244.45,8
AVAX,2024-03-06,39.49,41.57,60266400.1,12
BNB,2024-03-06,394.5,429.49,38010328.33,3
BTC,2024-03-06,63804.11,66115.57,4498440968.53,1
DOGE,2024-03-06,0.1537,0.1579,334264586.05,9
DOT,2024-03-06,9.336,10.54,52454578.67,11
ETH,2024-03-06,3557.93,3821.19,1849427331.22,2
LTC,2024-03-06,82.03,85.94,42419512.16,14
MATIC,2024-03-06,1.035,1.119,46434110.92,10
SOL,2024-03-06,125.58,130.89,381104039.91,5
TON,2024-03-06,2.609,2.65,264575.41,15
TRX,2024-03-06,0.1361,0.1378,1124638.41,13
USDC,2024-03-06,0.9999,1.0,68029.2,7
USDT,2024-03-06,1.001,1.001,68075.54,4
XRP,2024-03-06,0.5922,0.6122,140738100.28,6
ADA,2024-03-07,0.7353,0.7439,42106532.96,8
AVAX,2024-03-07,41.57,43.26,67748164.01,12
BNB,2024-03-07,429.49,475.19,42885129.76,3
BTC,2024-03-07,66115.57,66928.15,2804368120.13,1
DOGE,2024-03-07,0.1579,0.1578,205896252.67,9
DOT,2024-03-07,10.54,10.42,37560010.59,11
ETH,2024-03-07,3821.19,3874.46,1132011899.65,2
LTC,2024-03-07,85.94,88.14,42241823.96,14
MATIC,2024-03-07,1.119,1.162,51419033.83,10
SOL,2024-03-07,130.89,144.07,619872518.48,5
TON,2024-03-07,2.65,2.741,265944.82,15
TRX,2024-03-07,0.1378,0.1372,2001395.54,13
USDC,2024-03-07,1.0,0.9998,41793.85,7
USDT,2024-03-07,1.001,1.002,41865.99,4
XRP,2024-03-07,0.6122,0.6282,120600602.56,6
ADA,2024-03-08,0.7439,0.7243,47476851.77,8
AVAX,2024-03-08,43.26,42.71,57921862.39,12
BNB,2024-03-08,475.19,487.03,47813026.54,3
BTC,2024-03-08,66928.15,68269.39,4046244830.74,1
DOGE,2024-03-08,0.1578,0.1649,246583887.66,9
DOT,2024-03-08,10.42,10.66,40471185.44,11
ETH,2024-03-08,3874.46,3891.97,1412263227.04,2
LTC,2024-03-08,88.14,88.53,53299046.8,14
MATIC,2024-03-08,1.162,1.128,34346596.01,10
SOL,2024-03-08,144.07,145.11,419104630.15,5
TON,2024-03-08,2.741,2.843,267973.92,15
TRX,2024-03-08,0.1372,0.1369,1331174.28,13
USDC,2024-03-08,0.9998,0.9998,59351.7,7
USDT,2024-03-08,1.002,1.002,59489.59,4
XRP,2024-03-08,0.6282,0.6213,99196180.08,6
ADA,2024-03-09,0.7243,0.7431,26309412.9,8
AVAX,2024-03-09,42.71,43.01,30799736.83,12
BNB,2024-03-09,487.03,489.12,23476324.5,3
BTC,2024-03-09,68269.39,68446.32,1158711168.05,1
DOGE,2024-03-09,0.1649,0.1792,200739335.91,9
DOT,2024-03-09,10.66,10.52,21103982.02,11
ETH,2024-03-09,3891.97,3913.28,541613113.28,2
LTC,2024-03-09,88.53,90.86,29267881.13,14
MATIC,2024-03-09,1.128,1.159,27446368.9,10
SOL,2024-03-09,145.11,144.58,151869088.32,5
TON,2024-03-09,2.843,2.886,288033.43,15
TRX,2024-03-09,0.1369,0.136,673422.46,13
USDC,2024-03-09,0.9999,0.9999,138291.09,7
USDT,2024-03-09,1.002,1.002,16979.81,4
XRP,2024-03-09,0.6213,0.6211,49067331.6,6
ADA,2024-03-10,0.7431,0.7173,27523259.72,8
AVAX,2024-03-10,43.01,42.08,31239399.55,12
BNB,2024-03-10,489.12,529.27,58534979.45,3
BTC,2024-03-10,68446.32,69023.53,1919585405.6,1
DOGE,2024-03-10,0.1792,0.1703,124543074.17,9
DOT,2024-03-10,10.52,10.27,20519720.62,11
ETH,2024-03-10,3913.28,3881.86,743460686.12,2
LTC,2024-03-10,90.86,87.53,25796121.84,14
MATIC,2024-03-10,1.159,1.23,76087737.94,10
SOL,2024-03-10,144.58,144.56,202638116.85,5
TON,2024-03-10,2.886,2.829,285931.23,15
TRX,2024-03-10,0.136,0.1339,1073277.24,13
USDC,2024-03-10,0.9996,1.0,27686.46,7
USDT,2024-03-10,1.002,1.001,27714.89,4
XRP,2024-03-10,0.6211,0.6086,53149494.83,6
ADA,2024-03-11,0.7173,0.7751,73580867.58,8
AVAX,2024-03-11,42.08,49.09,137352619.35,11
BNB,2024-03-11,529.27,522.98,55971908.0,3
BTC,2024-03-11,69023.53,72095.86,4476609937.75,1
DOGE,2024-03-11,0.1703,0.182,194775869.13,9
DOT,2024-03-11,10.27,11.04,45262633.46,12
ETH,2024-03-11,3881.86,4065.75,1493590506.66,2
LTC,2024-03-11,87.53,103.82,121757114.07,14
MATIC,2024-03-11,1.23,1.242,40205284.35,10
SOL,2024-03-11,144.56,148.87,379112837.22,5
TON,2024-03-11,2.829,3.262,329265.75,15
TRX,2024-03-11,0.1339,0.1337,2046834.7,13
USDC,2024-03-11,1.0,0.9999,62704.06,7
USDT,2024-03-11,1.001,1.0,62723.77,4
XRP,2024-03-11,0.6086,0.7228,320734795.08,6
ADA,2024-03-12,0.7751,0.7483,50770033.43,8
AVAX,2024-03-12,49.09,55.51,212006257.74,10
BNB,2024-03-12,522.98,537.37,62737215.1,3
BTC,2024-03-12,72095.86,71449.5,4173072731.62,1
DOGE,2024-03-12,0.182,0.1682,142322815.43,9
DOT,2024-03-12,11.04,10.74,35109773.19,12
ETH,2024-03-12,4065.75,3979.43,1526774188.85,2
LTC,2024-03-12,103.82,97.56,71807991.47,14
MATIC,2024-03-12,1.242,1.182,49674199.69,11
SOL,2024-03-12,148.87,151.05,476778765.92,5
TON,2024-03-12,3.262,4.038,426508.02,15
TRX,2024-03-12,0.1337,0.1314,1383922.66,13
USDC,2024-03-12,0.9999,0.9998,58533.01,7
USDT,2024-03-12,1.0,1.0,58545.31,4
XRP,2024-03-12,0.7228,0.6881,199191508.48,6
ADA,2024-03-13,0.7483,0.7646,43132252.59,8
AVAX,2024-03-13,55.51,54.84,104929170.71,10
BNB,2024-03-13,537.37,630.86,120048537.78,3
BTC,2024-03-13,71449.5,73118.09,3008299520.61,1
DOGE,2024-03-13,0.1682,0.1691,109741692.35,9
DOT,2024-03-13,10.74,11.39,38169935.61,12
ETH,2024-03-13,3979.43,4007.46,1150784389.88,2
LTC,2024-03-13,97.56,97.28,43455538.86,15
MATIC,2024-03-13,1.182,1.271,52799565.52,11
SOL,2024-03-13,151.05,163.93,438432386.35,5
TON,2024-03-13,4.038,4.333,477454.23,14
TRX,2024-03-13,0.1314,0.132,1182348.69,13
USDC,2024-03-13,0.9998,0.9998,41307.37,7
USDT,2024-03-13,1.0,1.001,41339.18,4
XRP,2024-03-13,0.6881,0.6895,104550355.71,6
ADA,2024-03-14,0.7646,0.7505,89071610.07,8
AVAX,2024-03-14,54.84,53.95,186091956.55,10
BNB,2024-03-14,630.86,602.98,82019217.77,3
BTC,2024-03-14,73118.09,71366.96,4325873413.25,1
DOGE,2024-03-14,0.1691,0.1772,372987027.49,9
DOT,2024-03-14,11.39,11.56,66838102.75,12
ETH,2024-03-14,4007.46,3880.8,1466371721.53,2
LTC,2024-03-14,97.28,94.08,61655353.06,14
MATIC,2024-03-14,1.271,1.222,47348456.53,11
SOL,2024-03-14,163.93,176.64,642377349.09,4
TON,2024-03-14,4.333,4.06,413030.67,15
TRX,2024-03-14,0.132,0.1291,1406590.63,13
USDC,2024-03-14,0.9998,0.9999,60692.67,7
USDT,2024-03-14,1.001,0.9996,60676.96,5
XRP,2024-03-14,0.6895,0.669,145646699.77,6
ADA,2024-03-15,0.7505,0.7273,59106882.5,8
AVAX,2024-03-15,53.95,58.37,245849977.89,10
BNB,2024-03-15,602.98,633.05,109391363.49,3
BTC,2024-03-15,71366.96,69497.39,5016358153.02,1
DOGE,2024-03-15,0.1772,0.1635,258700101.03,9
DOT,2024-03-15,11.56,10.81,58874318.58,12
ETH,2024-03-15,3880.8,3742.44,1806124095.18,2
LTC,2024-03-15,94.08,89.76,58637983.14,14
MATIC,2024-03-15,1.222,1.142,53852358.55,11
SOL,2024-03-15,176.64,183.84,1068149417.11,4
TON,2024-03-15,4.06,3.906,381497.81,15
TRX,2024-03-15,0.1291,0.1264,1633278.43,13
USDC,2024-03-15,0.9999,0.9998,73343.77,7
USDT,2024-03-15,0.9996,1.0,73357.63,5
XRP,2024-03-15,0.669,0.6342,142361510.4,6
ADA,2024-03-16,0.7273,0.6586,37163429.78,8
AVAX,2024-03-16,58.37,53.41,180314719.69,10
BNB,2024-03-16,633.05,575.86,70654898.99,3
BTC,2024-03-16,69497.39,65260.55,2295869354.32,1
DOGE,2024-03-16,0.1635,0.1424,153687569.94,9
DOT,2024-03-16,10.81,9.678,32556375.06,12
ETH,2024-03-16,3742.44,3520.08,1048207664.08,2
LTC,2024-03-16,89.76,84.07,37080304.11,14
MATIC,2024-03-16,1.142,1.042,30671553.43,11
SOL,2024-03-16,183.84,181.95,776064550.46,4
TON,2024-03-16,3.906,3.467,335278.71,15
TRX,2024-03-16,0.1264,0.1252,905871.54,13
USDC,2024-03-16,0.9998,0.9999,33954.49,7
USDT,2024-03-16,1.0,0.9993,33934.18,5
XRP,2024-03-16,0.6342,0.6026,67410907.62,6
ADA,2024-03-17,0.6586,0.6808,37728922.38,8
AVAX,2024-03-17,53.41,58.37,117564735.96,10
BNB,2024-03-17,575.86,571.25,46354386.89,3
BTC,2024-03-17,65260.55,68364.45,1962751757.05,1
DOGE,2024-03-17,0.1424,0.1542,132273329.34,9
DOT,2024-03-17,9.678,10.07,25675545.28,12
ETH,2024-03-17,3520.08,3641.61,975546606.2,2
LTC,2024-03-17,84.07,85.85,26016373.67,15
MATIC,2024-03-17,1.042,1.088,24375130.3,11
SOL,2024-03-17,181.95,201.69,611428210.5,4
TON,2024-03-17,3.467,3.852,377402.84,14
TRX,2024-03-17,0.1252,0.1261,690711.23,13
USDC,2024-03-17,0.9999,1.0,29367.51,7
USDT,2024-03-17,0.9993,0.9995,29349.04,5
XRP,2024-03-17,0.6026,0.6188,54520131.43,6
ADA,2024-03-18,0.6808,0.6603,35240932.97,8
AVAX,2024-03-18,58.37,60.67,264042659.61,10
BNB,2024-03-18,571.25,555.34,47777366.52,3
BTC,2024-03-18,68364.45,67609.44,2602930945.01,1
DOGE,2024-03-18,0.1542,0.1435,102886254.01,9
DOT,2024-03-18,10.07,9.9,30570171.23,12
ETH,2024-03-18,3641.61,3520.31,1071170431.07,2
LTC,2024-03-18,85.85,86.78,37344466.06,15
MATIC,2024-03-18,1.088,1.031,20631559.77,11
SOL,2024-03-18,201.69,195.91,738658423.4,4
TON,2024-03-18,3.852,3.822,382585.93,14
TRX,2024-03-18,0.1261,0.1241,691082.45,13
USDC,2024-03-18,1.0,0.9999,38539.77,7
USDT,2024-03-18,0.9995,1.0,38541.0,5
XRP,2024-03-18,0.6188,0.6454,105520098.91,6
ADA,2024-03-19,0.6603,0.5862,55076485.86,8
AVAX,2024-03-19,60.67,53.57,267457202.26,10
BNB,2024-03-19,555.34,507.41,51610184.14,3
BTC,2024-03-19,67609.44,61924.02,4863914201.82,1
DOGE,2024-03-19,0.1435,0.1287,195674707.18,9
DOT,2024-03-19,9.9,8.77,52975169.2,12
ETH,2024-03-19,3520.31,3158.44,1943259863.05,2
LTC,2024-03-19,86.78,78.46,77678790.42,15
MATIC,2024-03-19,1.031,0.9319,39926461.21,11
SOL,2024-03-19,195.91,169.91,988024751.1,4
TON,2024-03-19,3.822,3.743,383636.49,14
TRX,2024-03-19,0.1241,0.1124,2132579.81,13
USDC,2024-03-19,0.9999,1.0,75876.14,7
USDT,2024-03-19,1.0,0.9998,75832.12,5
XRP,2024-03-19,0.6454,0.5846,142142536.22,6
ADA,2024-03-20,0.5862,0.6398,43691865.34,8
AVAX,2024-03-20,53.57,57.08,234267709.41,10
BNB,2024-03-20,507.41,556.77,39870338.8,3
BTC,2024-03-20,61924.02,67857.3,4466872469.25,1
DOGE,2024-03-20,0.1287,0.1521,227846920.04,9
DOT,2024-03-20,8.77,9.486,44582273.45,12
ETH,2024-03-20,3158.44,3516.66,2169017019.63,2
LTC,2024-03-20,78.46,84.69,52672507.36,15
MATIC,2024-03-20,0.9319,1.008,32531987.86,11
SOL,2024-03-20,169.91,191.92,717577531.6,4
TON,2024-03-20,3.743,4.251,438509.63,14
TRX,2024-03-20,0.1124,0.1208,1809013.7,13
USDC,2024-03-20,1.0,1.0,69682.09,7
USDT,2024-03-20,0.9998,1.0,69693.16,5
XRP,2024-03-20,0.5846,0.6111,106288862.48,6
ADA,2024-03-21,0.6398,0.6316,26239068.02,8
AVAX,2024-03-21,57.08,53.79,99970672.73,10
BNB,2024-03-21,556.77,553.68,33114839.84,3
BTC,2024-03-21,67857.3,65493.22,2542747734.72,1
DOGE,2024-03-21,0.1521,0.1554,191752590.86,9
DOT,2024-03-21,9.486,9.178,26095183.31,12
ETH,2024-03-21,3516.66,3492.08,1410320174.21,2
LTC,2024-03-21,84.69,85.73,33039442.91,15
MATIC,2024-03-21,1.008,0.9953,17838424.84,11
SOL,2024-03-21,191.92,179.44,472190949.04,4
TON,2024-03-21,4.251,4.117,415844.38,14
TRX,2024-03-21,0.1208,0.1212,754405.99,13
USDC,2024-03-21,1.0,1.0,38239.21,7
USDT,2024-03-21,1.0,0.9999,38229.08,5
XRP,2024-03-21,0.6111,0.6404,119818939.11,6
ADA,2024-03-22,0.6316,0.6148,24001658.74,9
AVAX,2024-03-22,53.79,53.45,123914510.07,10
BNB,2024-03-22,553.68,554.0,52411876.74,3
BTC,2024-03-22,65493.22,63816.99,2395884490.04,1
DOGE,2024-03-22,0.1554,0.1529,185339092.84,8
DOT,2024-03-22,9.178,8.939,24226953.76,12
ETH,2024-03-22,3492.08,3337.08,1374192771.15,2
LTC,2024-03-22,85.73,83.41,27511883.98,15
MATIC,2024-03-22,0.9953,0.973,18441904.49,11
SOL,2024-03-22,179.44,175.17,328015603.27,4
TON,2024-03-22,4.117,4.477,460241.48,14
TRX,2024-03-22,0.1212,0.1174,421942.36,13
USDC,2024-03-22,1.0,1.0,37347.04,7
USDT,2024-03-22,0.9999,1.0,37354.22,5
XRP,2024-03-22,0.6404,0.6117,86677069.96,6
ADA,2024-03-23,0.6148,0.6231,12814566.44,9
AVAX,2024-03-23,53.45,53.46,73554406.34,10
BNB,2024-03-23,554.0,551.85,21979318.65,3
BTC,2024-03-23,63816.99,64004.42,1250716141.79,1
DOGE,2024-03-23,0.1529,0.1619,211549847.01,8
DOT,2024-03-23,8.939,8.973,12587912.46,12
ETH,2024-03-23,3337.08,3330.49,846213410.27,2
LTC,2024-03-23,83.41,85.28,28486151.19,15
MATIC,2024-03-23,0.973,0.9796,18170187.92,11
SOL,2024-03-23,175.17,172.72,236161266.4,4
TON,2024-03-23,4.477,4.74,471326.75,14
TRX,2024-03-23,0.1174,0.1183,313065.61,13
USDC,2024-03-23,1.0,1.0,19359.7,7
USDT,2024-03-23,1.0,1.0,19364.38,5
XRP,2024-03-23,0.6117,0.6168,36561383.32,6
ADA,2024-03-24,0.6231,0.6466,14588416.08,9
AVAX,2024-03-24,53.46,55.67,53421183.26,10
BNB,2024-03-24,551.85,567.78,14900156.18,3
BTC,2024-03-24,64004.42,67208.33,1253420264.9,1
DOGE,2024-03-24,0.1619,0.1765,210552410.1,8
DOT,2024-03-24,8.973,9.373,9859078.74,12
ETH,2024-03-24,3330.49,3454.45,700715597.16,2
LTC,2024-03-24,85.28,89.64,43923622.0,15
MATIC,2024-03-24,0.9796,1.011,12933925.99,11
SOL,2024-03-24,172.72,183.79,270312536.09,4
TON,2024-03-24,4.74,4.961,486637.72,14
TRX,2024-03-24,0.1183,0.1202,555139.35,13
USDC,2024-03-24,1.0,1.0,19120.25,7
USDT,2024-03-24,1.0,1.0,19120.46,5
XRP,2024-03-24,0.6168,0.6325,43159156.58,6
ADA,2024-03-25,0.6466,0.6566,28326253.44,9
AVAX,2024-03-25,55.67,57.76,88339653.59,10
BNB,2024-03-25,567.78,587.09,35646587.43,3
BTC,2024-03-25,67208.33,69892.26,3184570068.52,1
DOGE,2024-03-25,0.1765,0.1753,214369873.07,8
DOT,2024-03-25,9.373,9.74,17286877.05,12
ETH,2024-03-25,3454.45,3590.96,1232616949.46,2
LTC,2024-03-25,89.64,90.62,44005416.91,15
MATIC,2024-03-25,1.011,1.046,19821231.94,11
SOL,2024-03-25,183.79,189.01,444048366.86,4
TON,2024-03-25,4.961,5.362,598913.23,14
TRX,2024-03-25,0.1202,0.1204,557598.96,13
USDC,2024-03-25,1.0,0.9999,46097.78,7
USDT,2024-03-25,1.0,1.0,46111.93,5
XRP,2024-03-25,0.6325,0.6406,101558214.45,6
ADA,2024-03-26,0.6566,0.665,28488681.21,9
AVAX,2024-03-26,57.76,55.8,82017206.46,10
BNB,2024-03-26,587.09,580.29,21659805.98,3
BTC,2024-03-26,69892.26,69990.22,2319265484.04,1
DOGE,2024-03-26,0.1753,0.1823,197456157.76,8
DOT,2024-03-26,9.74,9.688,20112878.15,12
ETH,2024-03-26,3590.96,3587.6,1092361093.56,2
LTC,2024-03-26,90.62,95.77,89974360.15,15
MATIC,2024-03-26,1.046,1.046,17937359.77,11
SOL,2024-03-26,189.01,190.47,343629444.01,4
TON,2024-03-26,5.362,5.053,554905.94,14
TRX,2024-03-26,0.1204,0.1207,1226054.72,13
USDC,2024-03-26,0.9999,1.0,32991.03,7
USDT,2024-03-26,1.0,1.0,32989.45,5
XRP,2024-03-26,0.6406,0.6318,64341838.67,6
ADA,2024-03-27,0.665,0.6476,44999624.86,9
AVAX,2024-03-27,55.8,54.08,96157247.51,10
BNB,2024-03-27,580.29,574.01,20638525.64,3
BTC,2024-03-27,69990.22,69434.46,2817965870.72,1
DOGE,2024-03-27,0.1823,0.1903,341407524.3,8
DOT,2024-03-27,9.688,9.44,20053869.17,12
ETH,2024-03-27,3587.6,3499.77,1173800981.61,2
LTC,2024-03-27,95.77,93.52,83072142.16,15
MATIC,2024-03-27,1.046,1.008,28378617.04,11
SOL,2024-03-27,190.47,186.23,386127087.76,4
TON,2024-03-27,5.053,4.978,429907.02,14
TRX,2024-03-27,0.1207,0.1194,724416.62,13
USDC,2024-03-27,1.0,1.0,40452.63,7
USDT,2024-03-27,1.0,0.9995,40431.18,5
XRP,2024-03-27,0.6318,0.6115,78559476.9,6
ADA,2024-03-28,0.6476,0.651,20927960.89,9
AVAX,2024-03-28,54.08,54.63,34271586.41,10
BNB,2024-03-28,574.01,583.45,25390917.64,3
BTC,2024-03-28,69434.46,70789.57,2214217706.88,1
DOGE,2024-03-28,0.1903,0.22,533190621.4,7
DOT,2024-03-28,9.44,9.521,18583443.81,12
ETH,2024-03-28,3499.77,3561.1,991858231.33,2
LTC,2024-03-28,93.52,94.15,54741218.59,15
MATIC,2024-03-28,1.008,1.002,19390749.36,11
SOL,2024-03-28,186.23,189.67,291160759.22,4
TON,2024-03-28,4.978,4.884,484126.51,14
TRX,2024-03-28,0.1194,0.1205,627519.9,13
USDC,2024-03-28,1.0,0.9999,31341.32,8
USDT,2024-03-28,0.9995,1.0,31348.36,5
XRP,2024-03-28,0.6115,0.6246,87344125.64,6
ADA,2024-03-29,0.651,0.6645,27010427.68,9
AVAX,2024-03-29,54.63,53.38,34008082.79,10
BNB,2024-03-29,583.45,612.92,57494034.97,3
BTC,2024-03-29,70789.57,69903.72,1216001428.98,1
DOGE,2024-03-29,0.22,0.2131,251667003.85,7
DOT,2024-03-29,9.521,9.606,20694823.95,12
ETH,2024-03-29,3561.1,3511.49,710475049.61,2
LTC,2024-03-29,94.15,109.09,118163109.49,15
MATIC,2024-03-29,1.002,0.9912,17699294.55,11
SOL,2024-03-29,189.67,192.19,277302542.62,4
TON,2024-03-29,4.884,5.013,491421.06,14
TRX,2024-03-29,0.1205,0.12,455484.12,13
USDC,2024-03-29,0.9999,1.0,17384.84,8
USDT,2024-03-29,1.0,1.001,17395.42,5
XRP,2024-03-29,0.6246,0.6305,79382981.95,6
ADA,2024-03-30,0.6645,0.6439,16615097.59,9
AVAX,2024-03-30,53.38,52.95,25011061.79,10
BNB,2024-03-30,612.92,600.98,22668212.45,3
BTC,2024-03-30,69903.72,69629.99,515940317.66,1
DOGE,2024-03-30,0.2131,0.1992,178844850.87,8
DOT,2024-03-30,9.606,9.436,11068228.55,12
ETH,2024-03-30,3511.49,3507.56,538809534.91,2
LTC,2024-03-30,109.09,102.91,52576240.8,15
MATIC,2024-03-30,0.9912,0.98,10735885.29,11
