"name","restaurant_name","identifier","price_usd"
"ZUPPA DI PESCE","MAMA ANGELINA'S","GRUBHUB, HAUPPAUGE, NY",34.95
"ZUPPA DI PESCE","MAMA BELLA'S PIZZERIA AND RESTAURANT","GRUBHUB, MEDFORD, NY",35.95
"ZUPPA DI PESCE","MAMA LOMBARDI'S","GRUBHUB, HOLBROOK, NY",35
"ZUPPA DI PESCE","MAMMA LOMBARDI'S","GRUBHUB, HOLBROOK, NY",35
"ZUPPA DI PESCE","MAMMA MARIA RISTORANTE","BRONX, NY",69
"ZUPPA DI PESCE","MAMMA MIA'S TRATTORIA","GRUBHUB, LAKE WORTH, FL",45
"ZUPPA DI PESCE","MANGIA RISTORANTE & PIZZERIA","GRUBHUB, ALPHARETTA, GA",15.95
"ZUPPA DI PESCE","MARINELLI'S PIZZA & RESTAURANT","GRUBHUB, EASTON, PA",22.99
"ZUPPA DI PESCE","MARIO's FAMOUS PIZZERIA","1279 BROAD STREET, DOORDASH, BLOOMFIELD, NJ",17.95
"ZUPPA DI PESCE","MAZZOLA'S WEST ITALIAN RESTAURANT","GRUBHUB, DAVIE, FL",25.95
"ZUPPA DI PESCE","MELINI CUCINA ITALIAN RESTAURANT","GRUBHUB, IRONTON, OH",15.99
"ZUPPA DI PESCE","MEZZA LUNA","SCARSDALE, NY",21.99
"ZUPPA DI PESCE","MICHAEL ANTHONY'S PIZZERIA & RESTAURANT","CENTEREACH, NY",26.99
"ZUPPA DI PESCE","MICHELANGELO OF CENTER MORICHES","GRUBHUB, CENTER MORICHES, NY",26.99
"ZUPPA DI PESCE","MIKE & JOES WOOD FIRED PIZZA","GRUBHUB, MAHOPAC, NY",21.95
"ZUPPA DI PESCE","MIMMO'S BRICK OVEN PIZZA & TRATTORIA","SEAMLESS, STATEN ISLAND, NY",23.4
"ZUPPA DI PESCE","MODERN RESTAURANT AND PIZZERIA","SEAMLESS, NEW ROCHELLE, NY",32
"ZUPPA DI PESCE","MONALISA OF LONG ISLAND","GRUBHUB, WEST ISLIP, NY",23
"ZUPPA DI PESCE","MONTES TRATTORIA","SEAMLESS, NEW YORK, NY",28
"ZUPPA DI PESCE","MONTI'S PIZZERIA","GRUBHUB, FORT LAUDERDALE, FL",19.95
"ZUPPA DI PESCE","MR. NICK'S BRICK OVEN PIZZA","TARRYTOWN, NY",14.95
"ZUPPA DI PESCE","NONNA'S PIZZERIA","WAPPINGERS FALLS, NY",25.95
"ZUPPA DI PESCE","NUCCI'S RESTAURANT","STATEN ISLAND, NY",24.5
"ZUPPA DI PESCE","NUCCI'S SOUTH","SEAMLESS, STATEN ISLAND, NY",26.95
"ZUPPA DI PESCE","OLD TOWN PIZZA","691 OLD TOWN ROAD, DOORDASH, PORT JEFFERSON STATION, NY",19.95
"ZUPPA DI PESCE","ORFINO'S RESTAURANT","SEAMLESS, BRIARCLIFF MANOR, NY",29
"ZUPPA DI PESCE","OSTERIA CICCHETTI | THE FORUM","WILMINGTON, NC",23
"ZUPPA DI PESCE","PALACE ITALIAN RESTAURANT SOUTHSIDE","GRUBHUB, LAKELAND, FL",19.99
"ZUPPA DI PESCE","PARADISO PIZZERIA RESTAURANT","UBEREATS, ORLANDO, FL",18.99
"ZUPPA DI PESCE","PARADISO RESTAURANT & PIZZERIA","GRUBHUB, ORLANDO, FL",17.99
"ZUPPA DI PESCE","PAT'S","LEVITTOWN, NY",24.95
"ZUPPA DI PESCE","PINO'S PIZZERIA AND FAMILY RESTAURANT","GRUBHUB, POUGHKEEPSIE, NY",24.95
"ZUPPA DI PESCE","PIZZA FACTORY","7 CROSS STREET, DOORDASH, MADISON, NJ",19.95
"ZUPPA DI PESCE","PIZZA MARGHERITA","GRUBHUB, POUGHKEEPSIE, NY",24.99
"ZUPPA DI PESCE","PIZZA VILLAGE","HOPEWELL JUNCTION, NY",34.95
"ZUPPA DI PESCE","PIZZERIA DA NELLA","CHICAGO, IL",24.99
"ZUPPA DI PESCE","PLEASANT RIDGE PIZZERIA","GRUBHUB, POUGHQUAG, NY",29.95
"ZUPPA DI PESCE","PLUM TOMATOES BY LA SORRENTINA","SEAMLESS, ROCKAWAY PARK, NY",27.95
"ZUPPA DI PESCE","POTSY PIZZA","GRUBHUB, ALLENTOWN, PA",19
"ZUPPA DI PESCE","PRONTO PIZZERIA AND RESTAURANT","GRUBHUB, CROTON-ON-HUDSON, NY",23.95
"ZUPPA DI PESCE","PULCINELLA","746 NORTH BROADWAY, DOORDASH, MASSAPEQUA, NY",24.95
"ZUPPA DI PESCE","RAFELE RISTORANTE","SEAMLESS, NEW YORK, NY",31
"ZUPPA DI PESCE","RISTORANTE VENERE","WESTBURY, NY",45.95
"ZUPPA DI PESCE","RISTORANTI SPADAFORA","MAHOPAC, NY",21.95
"ZUPPA DI PESCE","RITACCO BROTHERS BRICK OVEN PIZZA","18 WASHINGTON AVENUE, DOORDASH, NUTLEY, NJ",18.5
"ZUPPA DI PESCE","ROMEO'S ITALIAN RESTAURANT","JACKSON, NY",25
"ZUPPA DI PESCE","ROMEOS ITALIAN RESTAURANT","SEAMLESS, JACKSON HEIGHTS, NY",25.95
"ZUPPA DI PESCE","ROSE ANGELIS","CHICAGO, IL",23
"ZUPPA DI PESCE","ROSEBANK PIZZA","SEAMLESS, STATEN ISLAND, NY",19.95
"ZUPPA DI PESCE","SAL D'S OF HUNTINGTON","HUNTINGTON, NY",38.95
"ZUPPA DI PESCE","SAL'S ITALIAN RISTORANTE","PORT, FL",26.99
"ZUPPA DI PESCE","SAL'S ITALIAN RISTORANTE (MIRAMAR)","GRUBHUB, MIRAMAR, FL",26.99
"ZUPPA DI PESCE","SICILIA D' ORO","GRUBHUB, EAST PATCHOGUE, NY",24.95
"ZUPPA DI PESCE","SICILY'S PIZZA II","GRUBHUB, EASTON, PA",17.5
"ZUPPA DI PESCE","SLICE OF STAMFORD","GRUBHUB, STAMFORD, CT",23
"ZUPPA DI PESCE","SLICE PIZZA AND PASTA","SEAMLESS, YONKERS, NY",18.5
"ZUPPA DI PESCE","SOPHIA'S PIZZA AND PASTA","SEAMLESS, YONKERS, NY",18.5
"ZUPPA DI PESCE","SORRENTO PIZZERIA AND ITALIAN RESTAURANT","GRUBHUB, STATESVILLE, NC",20
"ZUPPA DI PESCE","TAORMINA","GRUBHUB, COMMACK, NY",35
"ZUPPA DI PESCE","TAPPO RISTORANTE ITALIANO","GLEN COVE, NY",32
"ZUPPA DI PESCE","TEODORA","NEW YORK, NY",31
"ZUPPA DI PESCE","TERRANOVA'S RESTAURANT & PIZZERIA","GRUBHUB, BUNNELL, FL",19.99
"ZUPPA DI PESCE","TESORO ITALIAN RESTAURANT","GRUBHUB, GUILDERLAND, NY",31.95
"ZUPPA DI PESCE","THE NEW FIRENZE RESTAURANT","NEW YORK, NY",30
"ZUPPA DI PESCE","THE PIZZA PARLOR","SEAMLESS, STATEN ISLAND, NY",27
"ZUPPA DI PESCE","THE STINKING ROSE","SAN, CA",29.99
"ZUPPA DI PESCE","TINA'S RESTAURANT & PIZZERIA","GRUBHUB, POUGHKEEPSIE, NY",31.5
"ZUPPA DI PESCE","TONY SPAVONE'S","GRUBHUB, BLOOMINGDALE, IL",40.95
"ZUPPA DI PESCE","TONY SPAVONE'S","UBEREATS, BLOOMINGDALE, IL",40.95
"ZUPPA DI PESCE","TONY's PIZZA","264 WANAQUE AVENUE, DOORDASH, POMPTON LAKES, NJ",21.95
"ZUPPA DI PESCE","TORO PAZZO","WANTAGH, NY",10.95
"ZUPPA DI PESCE","TRATTORIA ROMANA","STATEN ISLAND, NY",27
"ZUPPA DI PESCE","TRATTORIA VITTORIA","SANTA BARBARA, CA",28
"ZUPPA DI PESCE","TUSCAN HILLS","SEAMLESS, FOREST HILLS, NY",28.95
"ZUPPA DI PESCE","TUSCANA PIZZA & PASTA","GRUBHUB, NAZARETH, PA",16.95
"ZUPPA DI PESCE","TUSCANY VILLA RISTORANTE","223 CHANGEBRIDGE ROAD, DOORDASH, MONTVILLE, NJ",22.95
"ZUPPA DI PESCE","TWO BROTHERS PIZZERIA","STATEN ISLAND, NY",21.95
"ZUPPA DI PESCE","UMBERTO'S OF MAMMA MARISA","POUGHKEEPSIE, NY",29
"ZUPPA DI PESCE","VALENTINO PIZZERIA TRATTORIA","GRUBHUB, SARASOTA, FL",18.5
"ZUPPA DI PESCE","VALTORI PIZZA KITCHEN","SEAMLESS, RYE, NY",24.95
"ZUPPA DI PESCE","VENETIAN DELIGHT FAMILY RESTAURANT & PIZZERIA","SEAMLESS, HARTSDALE, NY",28.95
"ZUPPA DI PESCE","VENEZIA ITALIAN PIZZA & RESTORANTE","GRUBHUB, NORTH PALM BEACH, FL",23.99
"ZUPPA DI PESCE","VENEZIA PIZZA CAFE","RICHARDSON, TX",18.99
"ZUPPA DI PESCE","VESUVIO","SEAMLESS, BROOKLYN, NY",30.5
"ZUPPA DI PESCE","VIGNETO CAFE","HIGHLAND, NY",27
"ZUPPA DI PESCE","VILLA NIGRELLI","GRUBHUB, HOPEWELL JUNCTION, NY",39
"ZUPPA DI PESCE","VILLA RUSTICA PIZZERIA & TRATTORIA","SEAMLESS, RYE BROOK, NY",26.95
"ZUPPA DI PESCE","VILLAGGIO RISTORANTE","UBEREATS, ROSELLE, IL",34.99
"ZUPPA DI PESCE","VILLAROMA PIZZERIA","GRUBHUB, NEW WINDSOR, NY",18.95
"ZUPPA DI PESCE","VINCENZOS PIZZERIA & RESTAURANT","SEAMLESS, FLUSHING, NY",18.75
"ZUPPA DI PESCE","VINO","NEW YORK, NY",29
"ZUPPA DI PESCE","W.F MILANO PIZZERIA ITALIAN RESTAURANT","GRUBHUB, PEARL RIVER, NY",22.95
"ZUPPA DI PESCE","ZARA PIZZA & RESTAURANT","SELDEN, NY",18.5
"ZUPPA DI PESCE ( LOBSTER TAIL, JUMBO SHRIMP ' CALAMARI, SCALLOPS  AND CLAMS IN A SPICY MARINARA SAUSE OVER LINGUINI.","BEDFORD CAFE RESTAURANT","SEAMLESS, BRONX, NY",42.95
"ZUPPA DI PESCE (FAMILY)","SOFIA's PIZZA & RESTAURANT","212 HARRISON AVENUE, DOORDASH, HARRISON, NY",39.95
"ZUPPA DI PESCE (FOR 2)","FRANKIE & AUGIE'Z RISTORANTE AND PIZZERIA","GRUBHUB, JEFFERSON VALLEY, NY",42.99
"ZUPPA DI PESCE (FOR ONE)","OSCAR'S ITALIAN RESTAURANT","SEAMLESS, YORKTOWN HEIGHTS, NY",22.95
"ZUPPA DI PESCE (FOR TWO)","OSCAR'S ITALIAN RESTAURANT","SEAMLESS, YORKTOWN HEIGHTS, NY",39.95
"ZUPPA DI PESCE (WHITE OR RED)","UMBERTOS CLAM HOUSE","BRONX, NY",21.95
"ZUPPA DI PESCE - FAMILY-STYLE","BQ WINGS","CHOWNOW, DULUTH, GA",39.95
"ZUPPA DI PESCE - FULL TRAY (SERVES 12-18)","BAMBOO CUISINE","SHERMAN OAKS, CA",90
"ZUPPA DI PESCE - HALF TRAY(SERVES 8-10)","BAMBOO CUISINE","SHERMAN OAKS, CA",50
"ZUPPA DI PESCE - INDIVIDUAL","BQ WINGS","CHOWNOW, DULUTH, GA",19.95
"ZUPPA DI PESCE - REGULAR","ANTHONY'S OF GUILFORD","GUILFORD, CT",24.95
"ZUPPA DI PESCE - REGULAR","BAMBOO CUISINE","SHERMAN OAKS, CA",21.95
"ZUPPA DI PESCE - REGULAR","BIG HOUSE BURGERS/LIL' HOUSE BISCUIT","STEAMBOAT SPRINGS, CO",27
"ZUPPA DI PESCE - REGULAR","BITES ON BRAMPTON","CHOWNOW, STATESBORO, GA",20.55
"ZUPPA DI PESCE - REGULAR","BOSSO'S GRILL","CHOWNOW, LAWRENCEVILLE, IL",27
"ZUPPA DI PESCE - REGULAR","BOSTON FISH MARKET","CHOWNOW, WHEELING, IL",86.99
"ZUPPA DI PESCE ALLA CHIOGGIOTTA","CANALETTO","LAS VEGAS, NV",30.95
"ZUPPA DI PESCE ALLA MEDITERRANEA","TRATTORIA GIANNI","UBEREATS, CHICAGO, IL",27.95
"ZUPPA DI PESCE ALLA ROMANA","CAFE TRASTEVERE","ORLANDO, FL",26
"ZUPPA DI PESCE ALLA SICILIANA","ORIGINAL U.S. RESTAURANT","SAN, CA",33
"ZUPPA DI PESCE AND LOBSTER","RISTORANTE VENERE","WESTBURY, NY",68.95
"ZUPPA DI PESCE DAILY MARKET","TRATTORIA ZERO OTTO NOVE","BRONX, NY",27.95
"ZUPPA DI PESCE DINNER","ANTONELLAS","GRUBHUB, HYDE PARK, NY",22.95
"ZUPPA DI PESCE DINNER","CALABRIA PIZZA","3691 OLD YORKTOWN ROAD, DOORDASH, SHRUB OAK, NY",20.95
"ZUPPA DI PESCE DINNER","ORFINO's RESTAURANT","1120 PLEASANTVILLE ROAD, DOORDASH, BRIARCLIFF MANOR, NY",32
"ZUPPA DI PESCE DINNER","OSTERIA MARZANO","GRUBHUB, ALEXANDRIA, VA",31.95
"ZUPPA DI PESCE DINNER","PAISANO'S PIZZERIA AND CATERING","GRUBHUB, RONKONKOMA, NY",17.95
"ZUPPA DI PESCE DINNER","PASQUALE RISTORANTE II","SEAMLESS, PORT CHESTER, NY",32
"ZUPPA DI PESCE DINNER","THE GRILLE AT 138","ALBANY, NY",29
"ZUPPA DI PESCE DINNER","YOUNGEST BROTHER PIZZA","GRUBHUB, NEWBURGH, NY",31.95
"ZUPPA DI PESCE ENTREE","AMBROSINO'S PIZZERIA","SEAMLESS, STATEN ISLAND, NY",21
"ZUPPA DI PESCE ENTREE","PICASSO PIZZA II","GRUBHUB, EASTON, PA",17.5
"ZUPPA DI PESCE ENTREE","WESTBROOK PIZZERIA","2 WESTBROOK DRIVE, DOORDASH, CORTLANDT, NY",18.95
"ZUPPA DI PESCE ENTREE DINNER","RISTORANTE MULINO","GRUBHUB, SOUTHLAKE, TX",24
"ZUPPA DI PESCE FOR 1","BEDFORD CAFE RESTAURANT","SEAMLESS, BRONX, NY",28.95
"ZUPPA DI PESCE FOR 2","BEDFORD CAFE RESTAURANT","SEAMLESS, BRONX, NY",37.95
"ZUPPA DI PESCE FOR 2","CAPRI RESTAURANT & PIZZERIA","GRUBHUB, NEW WINDSOR, NY",58.95
"ZUPPA DI PESCE FOR TWO","NINO'S PIZZERIA & CUCINA","MASTIC BEACH, NY",34.95
"ZUPPA DI PESCE FRA DIAVLO","SERATA RESTAURANT","OYSTER BAY, NY",37
"ZUPPA DI PESCE FRA DIAVOLO","BELLISSIMO RISTORANTE ITALIANO","AMITYVILLE, NY",34.95
"ZUPPA DI PESCE FRA DIAVOLO","SAN MARTINO RISTORANTE","SEAMLESS, YONKERS, NY",24.95
"ZUPPA DI PESCE LINGUINI","AVANZARE","ATLANTA, GA",24
"ZUPPA DI PESCE LUNCH","ANTONELLAS","GRUBHUB, HYDE PARK, NY",16.95
"ZUPPA DI PESCE LUNCH","AVELLINO'S PIZZERIA & RESTAURANT","GRUBHUB, MONTROSE, NY",21.95
"ZUPPA DI PESCE LUNCH","CASA BELLA RESTAURANT","GRUBHUB, DENVILLE, NJ",24.95
"ZUPPA DI PESCE LUNCH","FRONT STREET PIZZA & DELI","GRUBHUB, PATTERSON, NY",9.95
"ZUPPA DI PESCE LUNCH","OSTERIA MARZANO","GRUBHUB, ALEXANDRIA, VA",31.95
"ZUPPA DI PESCE LUNCH","PIZZA MARGHERITA","GRUBHUB, POUGHKEEPSIE, NY",18.99
"ZUPPA DI PESCE LUNCH","TRATTORIA LUNA","GRUBHUB, MIAMI, FL",24.95
"ZUPPA DI PESCE LUNCH","VIGNETO CAFE","HIGHLAND, NY",27
"ZUPPA DI PESCE MARINARA","GALLERIA OF MERRICK RISTORANTE, PIZZERIA (MERRIC","SEAMLESS, MERRICK, NY",29.95
"ZUPPA DI PESCE MARINARA","L'ISOLA DORO RESTAURANT & PIZZERIA","GRUBHUB, HAMBURG, NY",25.95
"ZUPPA DI PESCE MARINARA","SAN MARTINO RISTORANTE","SEAMLESS, YONKERS, NY",24.95
"ZUPPA DI PESCE MEDITERRANEO","RENO'S TRATTORIA","SEAMLESS, YONKERS, NY",32.95
"ZUPPA DI PESCE NAPOLETANA - REGULAR","BIG DADDY'S OF CORAL SPRINGS","CORAL SPRINGS, FL",24.76
"ZUPPA DI PESCE NAPOLETANA - REGULAR","BIG DADDY'S PIZZA AND SUBS","CHOWNOW, MARGATE, FL",30.95
"ZUPPA DI PESCE NAPOLETANA - REGULAR","BIG DADDY'S PIZZA AND SUBS","MARGATE, FL",24.76
"ZUPPA DI PESCE OVER LINGUINE","WESTBROOK PIZZERIA","GRUBHUB, CORTLANDT MANOR, NY",20.95
"ZUPPA DI PESCE OVER LINGUINI","CATANZARETI GOURMET PIZZA AND ITALIAN RESTAURANT","GRUBHUB, EASTON, PA",16.95
"ZUPPA DI PESCE OVER LINGUINI","FRANKS PIZZA 248","GRUBHUB, EASTON, PA",19.95
"ZUPPA DI PESCE OVER PASTA","MAMA's GOURMET PIZZA","576 RARITAN ROAD, DOORDASH, ROSELLE, NJ",16.75
"ZUPPA DI PESCE PASTA","GIO'S CAFE AND DELI","UBEREATS, CHICAGO, IL",24.95
"ZUPPA DI PESCE PASTA","GOODFELLA'S PIZZERIA","UBEREATS, ORLANDO, FL",19.95
"ZUPPA DI PESCE PASTA","MIDDLE ISLAND PIZZA","GRUBHUB, MIDDLE ISLAND, NY",22.95
"ZUPPA DI PESCE PLATE","KORNERSTONE BISTRO","GRUBHUB, WILMINGTON, NC",23
"ZUPPA DI PESCE RED","TINA & TONY'S SPUMANTE","EAST MEADOW, NY",19.95
"ZUPPA DI PESCE RISOTTO","VIGNETO CAFE","HIGHLAND, NY",27
"ZUPPA DI PESCE SEAFOOD - REGULAR","CAFE VICO - OCEAN","CHOWNOW, FORT LAUDERDALE, FL",45.95
"ZUPPA DI PESCE SHRIMP","CASA MIA PIZZERIA RISTORANTE","384 TOTOWA ROAD, DOORDASH, TOTOWA, NJ",11.95
"ZUPPA DI PESCE TRAY","DANTES OF DENVILLE","GRUBHUB, DENVILLE, NJ",68
"ZUPPA DI PESCE TRAY","PIZZA CUCINA OF NORTH MERRICK","SEAMLESS, MERRICK, NY",75
"ZUPPA DI PESCE TRAY","VILLA RUSTICA PIZZERIA & TRATTORIA","SEAMLESS, RYE BROOK, NY",65
"ZUPPA DI PESCE VASTESE","MICKEY'S PIZZERIA","SEAMLESS, YONKERS, NY",17.95
"ZUPPA DI PESCE WHITE","TINA & TONY'S SPUMANTE","EAST MEADOW, NY",19.95
"ZUPPA DI PESCE WITH LINGUINE","JIMMY'S PIZZA PASTA AND SUBS","GRUBHUB, MIDLOTHIAN, TX",21.95
"ZUPPA DI PESCE WITH LOBSTER TAIL","BONGIORNO'S ITALIAN RESTAURANT","ALBANY, NY",29.5
"ZUPPA DI PESCE WITH LOBSTER TAILS","LOUIS SEAFOOD RESTAURANT","BRONX, NY",68
"ZUPPA DI PESCE WITH RED SAUCE","REALDOS PIZZERIA","HARRISON, NY",17.95
"ZUPPA DI PESCE WITH TILAPIA, CLAMS, MUSSELS, SHRIMP OVER LINGUINI","ANGELONI's RESTAURANT & PIZZERIA","6 BROOKSIDE AVENUE, DOORDASH, CALDWELL, NJ",22.95
"ZUPPA DI PESCE WITH WHITE OR RED SAUCE","REALDO'S PIZZERIA","MAMARONECK, NY",17.95
"ZUPPA DI PESCE WITH WHITE SAUCE","REALDOS PIZZERIA","HARRISON, NY",17.95
"ZUPPA DI PESCE | CATERING - 1/2 TRAY (SERVES 8-10)","BITES ON BRAMPTON","CHOWNOW, STATESBORO, GA",80
"ZUPPA DI PESCE | CATERING - FULL TRAY (SERVES 18-20)","BITES ON BRAMPTON","CHOWNOW, STATESBORO, GA",155
"ZUPPA DI PESCE, MUSSELS, CLAMS, SHRIMP, SCUNGILLI, CALAMARI, TOMATO SEAFOOD BROTH","DE NOVO EDGEWATER","EDGEWATER, NJ",22
"ZUPPA DI PESCHE","TOSCO'S","GRUBHUB, NEW WINDSOR, NY",18.95
"ZUPPA DI PESCHE","TOSCO'S PIZZA","GRUBHUB, WALLKILL, NY",19.95
"ZUPPA DI PESCHE","TOSCO'S PIZZA MONROE","GRUBHUB, MONROE, NY",19.95
"ZUPPA DI PESCHE","TOSCO'S PIZZA NEW WINDSOR","GRUBHUB, NEW WINDSOR, NY",19.95
"ZUPPA DI PESCHE","TOSCO'S PIZZA ROSENDALE","GRUBHUB, ROSENDALE, NY",19.95
"ZUPPA DI PESCHE","TOSCO'S PIZZERIA","GRUBHUB, PINE BUSH, NY",19.95
"ZUPPA DI PESCHE SEAFOOD","MIKE AND JOE'S WOOD FIRE PIZZA","GRUBHUB, HOPEWELL JUNCTION, NY",21.99
"ZUPPA DI PESCI","CASA TURANO PIZZERIZA & RESTAURANT","660 PASSAIC AVENUE, DOORDASH, NUTLEY, NJ",17.85
"ZUPPA DI PESCI","LA VERA CUCINA","SUFFERN, NY",26.95
"ZUPPA DI PESCI","MARINER'S","HIGHLAND, NY",24.5
"ZUPPA DI PESCI CLAMS","ALBERTSON SEAFOOD MARKET","ALBERTSON, NY",55
"ZUPPA DI PESCO","RENZO'S CAFE PIZZERIA","GRUBHUB, BOCA RATON, FL",24.99
"ZUPPA DI PESECE (FOR 2)","ENZO'S RESTAURANT","BRONX, NY",42.95
"ZUPPA DI PEZCE","EL REY DEL MARISCO FINE SEAFOOD RESTAURANT","BRONX, NY",25
"ZUPPA DI PISELLI","BISTRO MILANO","NEW YORK, NY",13
"ZUPPA DI PMODORO","TESTACCIO","NEW HYDE PARK, NY",8
"ZUPPA DI POLLO","BASIL MEDITERRANEAN BISTRO","GRUBHUB, CHARLOTTESVILLE, VA",8
"ZUPPA DI POLLO","MACCHERONI REPUBLIC","UBEREATS, LOS ANGELES, CA",8.95
"ZUPPA DI POLLO","NAPOLI ITALIAN NEW PASADENA BY PAPA ZACK","PASADENA, TX",7.95
"ZUPPA DI POLLO","PRIMA PASTA","GRUBHUB, HOUSTON, TX",4.95
"ZUPPA DI POLLO","PRIMA PASTA","UBEREATS, HOUSTON, TX",4.95
"ZUPPA DI POLLO","VILLA BARONE","BRONX, NY",7.25
"ZUPPA DI POMODORO","FABBRICA RESTAURANT","SEAMLESS, BROOKLYN, NY",11
"ZUPPA DI POMODORO","OLIVA TRATTORIA","GRUBHUB, SHERMAN OAKS, CA",10.95
"ZUPPA DI POMODORO AND BASILICO","PAZZA NOTTE RESTAURANT & LOUNGE","SEAMLESS, NEW YORK, NY",11
"ZUPPA DI RISO","VILLA BARONE","BRONX, NY",6.25
"ZUPPA DI SCAROLE E FAGIOLI","TRATTORIA ZERO OTTO NOVE","BRONX, NY",10.95
"ZUPPA DI STRACCIATELLA","DELMONICO'S ITALIAN STEAK HOUSE","ORLANDO, FL",5.49
"ZUPPA DI TAGLIATELLE POLLO","CHAZZ PALMINTERI ITALIAN RESTAURANT","SEAMLESS, NEW YORK, NY",9.95
"ZUPPA DI VERDURE","ENJOEAT CLASSICO","CULVER CITY, CA",5.4
"ZUPPA DI VERDURE","VIVOLI CAFE","WEST HOLLYWOOD, CA",6.95
"ZUPPA DI VONGOLE","AL CASTELLO","GRUBHUB, SAN JOSE, CA",13.75
"ZUPPA DI VONGOLE","ARMANDO'S RESTAURANT","ROSSVILLE, GA",13
"ZUPPA DI VONGOLE","BELLA FONTE ITALIAN RESTAURANT","GRUBHUB, ASHLAND, KY",13
"ZUPPA DI VONGOLE","CARLO OF BOCA","BOCA RATON, FL",18.95
"ZUPPA DI VONGOLE","CASA BELLA RESTAURANT","GRUBHUB, DENVILLE, NJ",11.95
"ZUPPA DI VONGOLE","CIRO AND SAL’S","PROVINCETOWN, MA",24
"ZUPPA DI VONGOLE","DA GENNARO","SEAMLESS, NEW YORK, NY",17
"ZUPPA DI VONGOLE","MADIRAN THE WINE BAR","SETAUKET- EAST SETAUKET, NY",26
"ZUPPA DI VONGOLE","MELINI CUCINA ITALIAN RESTAURANT","GRUBHUB, IRONTON, OH",14.99
"ZUPPA DI VONGOLE","PRIMA DONNA RISTORANTE E PIZZERIA","FOREST HILLS, NY",10.95
"ZUPPA DI VONGOLE","TRATTORIA ZERO OTTO NOVE","BRONX, NY",15.95
"ZUPPA DI VONGOLE DINNER","LA VENDETTA","GRUBHUB, HOLLYWOOD, FL",12.95
"ZUPPA DI VONGOLE LUNCH","CASA BELLA RESTAURANT","GRUBHUB, DENVILLE, NJ",9.95
"ZUPPA DI ZUCCA","BISTRO MILANO","NEW YORK, NY",13
"ZUPPA DI ZUCCA - REGULAR","CIELITO LINDO MEXICAN GRILL","SANTA MARIA, CA",10
"ZUPPA DIAVOLO","BELLA FONTE ITALIAN RESTAURANT","GRUBHUB, ASHLAND, KY",17
"ZUPPA DINNER","CAFFE DELLE STELLE","SAN FRANCISCO, CA",8
"ZUPPA DINNER","IL MITO TRATTORIA ENOTECA","WAUWATOSA, WI",7.15
"ZUPPA DL CLAMS","VENEZIA ITIALIAN RESTAURANT","ROCHESTER, NY",7.95
"ZUPPA D’ASPARAGI","BELLA'S ITALIAN CAFE","TAMPA, FL",5.5
"ZUPPA E INSALATA","BRIOSO FRESH PASTA","CLEMSON, SC",7.4
"ZUPPA E INSALATA","NEW YORK PIZZERIA","HOUSTON, TX",7.95
"ZUPPA E INSALATA COMBO LUNCH","FELLINI CAFE OF MEDIA","GRUBHUB, MEDIA, PA",11.75
"ZUPPA E PASTA COMBO LUNCH","FELLINI CAFE OF MEDIA","GRUBHUB, MEDIA, PA",13.75
"ZUPPA FANTASIA","TESORO ITALIAN RESTAURANT","GRUBHUB, GUILDERLAND, NY",6.95
"ZUPPA FANTASIA LUNCH","TESORO ITALIAN RESTAURANT","GRUBHUB, GUILDERLAND, NY",6.25
"ZUPPA FREDDA","CITTANUOVA","EAST HAMPTON, NY",16
"ZUPPA FREDDA DI MELONE CON PROSCIUTTO","VICEVERSA","NEW YORK, NY",9.5
"ZUPPA FREDDA DI MELONE CON PROSCIUTTO E BASILICO","VICEVERSA","NEW YORK, NY",9.5
"ZUPPA FREDDA DI POMODORI","CIRCO","NEW YORK, NY",12
"ZUPPA INGELES","RICK'S DESSERT DINER","SACRAMENTO, CA",58.95
"ZUPPA INGLESE","LITTLE ITALY IMPORTS","GRUBHUB, UTICA, NY",5
"ZUPPA INGLESE","OSTERIA DE PIZZA METRO","CHICAGO, IL",6.5
"ZUPPA INGLESE CAKE SLICE","ALPINE BAKERY & PIZZERIA","GRUBHUB, HOLLY SPRINGS, GA",8.25
"ZUPPA INVERNALE","FARINA","NEW YORK, NY",14
"ZUPPA IRLANDESI","PAZZA NOTTE RESTAURANT & LOUNGE","SEAMLESS, NEW YORK, NY",11
"ZUPPA MARITATA","GROTTO","4715 WESTHEIMER, UBEREATS, HOUSTON, TX",9.9
"ZUPPA MINESTONE","ANTHONY'S LOUNGE & RISTORANTE","GRUBHUB, MURRIETA, CA",4
"ZUPPA MINESTRONE","ANTHONY'S LOUNGE & RISTORANTE","GRUBHUB, MURRIETA, CA",4
"ZUPPA MINESTRONE","PERCHE NO PASTA & VINO","SEATTLE, WA",3
"ZUPPA MINESTRONE","RISTORANTE IL PORCINO","GRUBHUB, FREMONT, CA",10
"ZUPPA MINESTRONE","THE NEW FIRENZE RESTAURANT","NEW YORK, NY",11
"ZUPPA MINESTRONE","TRATTORIA GIANNI","UBEREATS, CHICAGO, IL",6.95
"ZUPPA MINESTRONE LUNCH","RISTORANTE IL PORCINO","GRUBHUB, FREMONT, CA",10
"ZUPPA MUSSELS","BELLA MARIA'S PIZZERIA","GRUBHUB, FLOURTOWN, PA",10
"ZUPPA MUSSELS","GIOVANNA'S PIZZA & RESTAURANT","MEDFORD, NY",10.95
